cluster_id,frame_id,color_marker,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20
1,19,1,0.35031330570832925,0.2798320692442421,0.28792812295362996,0.3173162163849809,0.30193691498916075,0.7246301184349895,0.14720946217130118,0.8527816008280537,0.8162471421909301,0.7694107591738312,0.707102803130875,0.2708946059513925,0.33469947575012576,-1,0.3197798302186532,0.27512285667704983,0.2681465798098531,-1,-1,-1
2,19,0,-1,-1,0.20876332226271696,-1,-1,-1,0.29366141428124254,-1,-1,0.7567464134171072,-1,-1,0.8326524451663466,-1,-1,0.567656538494653,-1,-1,-1,-1
3,19,1,-1,-1,0.22712881022886167,-1,-1,-1,0.8732130918963223,-1,-1,0.7480638130449417,-1,-1,0.32952430861081977,-1,-1,0.1982194703934521,-1,-1,-1,-1
0,20,0,0.8676150014839547,0.7097232279750438,0.2808183869424509,0.30960197909272863,0.295289062231507,0.27121484807898155,0.016717005841493493,0.3279639565222813,0.3147092072484762,0.29791051112992006,0.7247287052516873,0.6232557559559238,0.6212428479189205,-1,0.7350509986377859,0.6522333998067942,0.5456274868621901,0.5947420171780723,-1,-1
1,20,1,0.34332682880804716,0.2710178444440202,0.28174786520760586,0.3092958348968932,0.778137448942165,0.7065027980444994,0.1581759004755988,0.8395482603417049,0.8056620994179815,0.7610917204215034,0.25595842968314936,0.2658413110913346,0.3291491145159113,-1,0.31107657659304344,0.26013685363371325,0.1628080029277617,-1,-1,-1
2,20,0,-1,-1,0.20831821719812627,-1,-1,-1,0.2915793561489925,-1,-1,0.7337556355605231,-1,-1,0.8289181650841156,-1,-1,0.5641148954745434,-1,-1,-1,-1
3,20,1,-1,-1,0.22981026103255195,-1,-1,-1,0.852424342845387,-1,-1,0.2438029975983062,-1,-1,0.3369734641196607,-1,-1,0.23117571719017296,-1,-1,-1,-1
0,21,0,0.812522590938797,0.7017316913836722,0.2822639680459157,0.30600118781178537,0.288748317252149,0.2646366246951147,0.07603638403804891,0.322865741974664,0.2583500267947296,0.3581684575119967,0.7034072916552571,0.7434293075519758,0.6328158563137186,-1,0.6992712482611823,0.6262327908262634,0.5081294925796245,0.33660224978367465,-1,-1
1,21,1,0.3362880915529365,0.2854524733078967,0.3027161441896902,0.3246835369912159,0.7667877860547854,0.7015933818475422,0.29979138452169884,0.8391908478780057,0.806084340597476,0.7561863092425142,0.2615676529450384,0.29594535876153294,0.3441951877565735,-1,0.31413320308411535,0.23723039627690223,0.3120751967217794,-1,-1,-1
2,21,0,-1,-1,0.20607192044080955,-1,-1,-1,0.2844541421473544,-1,-1,0.6954864710157885,-1,-1,0.824771477122879,-1,-1,0.5661847703168487,-1,-1,-1,-1
3,21,1,-1,-1,0.23050867594173585,-1,-1,-1,0.8315890019629766,-1,-1,0.2204510820526391,-1,-1,0.3438091623827756,-1,-1,-1,-1,-1,-1,-1
0,22,0,0.8137837402450833,0.7862215576571937,0.27578315008341114,0.25383762945978644,0.271873824032904,0.29633318425282734,-1,0.2780623004559481,0.2540855451048615,0.7446879289144721,0.6655954842159474,0.7427960849734242,0.6491618225769489,-1,0.5255565261531562,0.5806720614918071,0.6728976568487092,0.041693874885725464,-1,-1
1,22,1,0.3275046055565308,0.3137814090884327,0.29678231506647534,0.2698320409526288,0.7429938322582952,0.8069278062619426,-1,0.7587374419134902,0.6894220505773845,0.7170665681995654,0.3176652602820437,0.2959557866573042,0.2552441802512929,-1,0.25944803270937206,0.344342278100957,0.3304725411977877,-1,-1,-1
2,22,0,-1,-1,0.19992776189160352,-1,-1,-1,0.2692473679144817,-1,-1,0.6088399574022846,-1,-1,0.8152608696102144,-1,-1,0.2998761188886095,-1,-1,-1,-1
3,22,1,-1,-1,0.649570988671963,-1,-1,-1,0.7951566257256009,-1,-1,0.17772117918339803,-1,-1,0.3366177508270775,-1,-1,-1,-1,-1,-1,-1
0,23,0,0.8137837402450833,0.7862215576571937,0.27578315008341114,0.25383762945978644,0.271873824032904,0.29633318425282734,-1,0.2780623004559481,0.2540855451048615,0.7446879289144721,0.6655954842159474,0.7427960849734242,0.6491618225769489,-1,0.5255565261531562,0.5806720614918071,0.6728976568487092,0.041693874885725464,-1,-1
1,23,1,0.3275046055565308,0.3137814090884327,0.29678231506647534,0.2698320409526288,0.7429938322582952,0.8069278062619426,-1,0.7587374419134902,0.6894220505773845,0.7170665681995654,0.3176652602820437,0.2959557866573042,0.2552441802512929,-1,0.25944803270937206,0.344342278100957,0.3304725411977877,-1,-1,-1
2,23,0,-1,-1,0.19992776189160352,-1,-1,-1,0.2692473679144817,-1,-1,0.6088399574022846,-1,-1,0.8152608696102144,-1,-1,0.2998761188886095,-1,-1,-1,-1
3,23,1,-1,-1,0.649570988671963,-1,-1,-1,0.7951566257256009,-1,-1,0.17772117918339803,-1,-1,0.3366177508270775,-1,-1,-1,-1,-1,-1,-1
0,24,0,0.8189176671405488,0.3063306808483257,0.286849135539576,0.2639227388116689,0.2765511977329972,0.30935074313690486,-1,0.2931802261279384,0.26941378644713504,0.62634546487587,0.8033520984153075,0.7440536097793716,0.6775626659447148,-1,0.5566127185735462,0.7446075176066811,0.6782083858913455,-1,-1,-1
1,24,1,0.32256562667024075,0.30981571370663913,0.28885975984491996,0.2606506706297512,0.8433957761603627,0.8105800574140573,-1,0.7640373774339544,0.6816524548078143,0.8619155281107136,0.312362192369237,0.2937006487276341,0.23164318590811245,-1,0.3565068084529096,0.34125092144168234,0.33535859813374347,-1,-1,-1
2,24,0,-1,-1,0.19319013859384673,-1,-1,-1,0.2523237624377296,-1,-1,0.5333666508595362,-1,-1,0.8132598353690468,-1,-1,-1,-1,-1,-1,-1
3,24,1,-1,-1,0.5664244201489604,-1,-1,-1,0.7253753227297357,-1,-1,0.22759697829343703,-1,-1,0.2080674465304561,-1,-1,-1,-1,-1,-1,-1
0,25,0,0.8136283177882461,0.3051305532532273,0.28827089069378103,0.30647005508958236,0.2875404275400379,0.2679429761050087,-1,0.29314302529430253,0.26236200393985404,0.7525397969721179,0.669548545486429,0.7322612893604458,0.6511085897910519,0.8273768395935845,0.6541736423465863,0.5967889640122362,0.6541931267882597,-1,-1,-1
1,25,1,0.31414722132065664,0.2955400770980922,0.2753583113093742,0.29862611864339617,0.745476997527483,0.7905086971929992,-1,0.7267010373291534,0.7899414565340999,0.7229493314721765,0.30094896216922373,0.26021785620449295,0.31249754272539615,-1,0.27112869774071735,0.3268050495264544,0.31128985157112377,-1,-1,-1
2,25,0,-1,-1,0.1840325017947778,-1,-1,-1,0.23069609767607646,-1,-1,0.9140410196680873,-1,-1,0.8116905719358665,-1,-1,-1,-1,-1,-1,-1
3,25,1,-1,-1,0.5551215984088238,-1,-1,-1,0.6935496737344247,-1,-1,0.22810510697362754,-1,-1,0.21340480862808917,-1,-1,-1,-1,-1,-1,-1
0,26,0,0.7394907029932563,0.2652725328641519,0.3225044598794759,0.3101819780680871,0.29273395550269765,0.26572835502479747,-1,0.275121050222432,0.31431158124609604,0.7583012678386665,0.6872791772160952,0.5767469734464328,0.7743812988631253,0.70818512478921,-1,0.6167825713109581,0.49176886301398165,-1,-1,-1
1,26,1,0.28234261572409713,0.25851122760537676,0.3154709048185597,0.3033612069267281,0.7485599971812381,0.6740327706366396,-1,0.8265557838678644,0.7865531605339531,0.7406126289386724,0.23183954852906208,0.3372433883871338,0.32122898097291624,0.3862686173219704,0.25368986801653026,0.22015981146329858,0.17497878599992678,-1,-1,-1
2,26,0,-1,-1,0.172168685824168,-1,-1,-1,0.20450022944170593,-1,-1,0.9131504989564102,-1,-1,0.8104050227644235,-1,-1,-1,-1,-1,-1,-1
3,26,1,-1,-1,0.5454565811276816,-1,-1,-1,0.6111750894096722,-1,-1,0.22724131974434272,-1,-1,0.21855626571466957,-1,-1,-1,-1,-1,-1,-1
0,27,0,0.7249342600646356,0.295678120310454,0.2780495714889936,0.296839391026385,0.2767753025546633,0.29987964494062697,-1,0.27726084908064985,0.2519531312228584,0.7337891054377228,0.6547455816709841,0.7152086459697383,0.5925169779489778,0.6572658691849629,-1,0.574244973125217,0.641829197771002,-1,-1,-1
1,27,1,0.2890253068300328,0.3097231380010248,0.2902177777159903,0.3052887313434106,0.732718591986781,0.7885590319842919,-1,0.7343621611673598,0.7863067457369944,0.7055167044673676,0.31379613042632043,0.28198525176855643,0.32494687379597154,0.3545752088306674,0.06477822044097728,0.33084060549970407,0.3247290067087969,-1,-1,-1
2,27,0,-1,-1,0.15602702925068587,-1,-1,-1,0.15923827307556093,-1,-1,0.9098676797269888,-1,-1,0.8090767629288603,-1,-1,-1,-1,-1,-1,-1
3,27,1,-1,-1,0.5371759623990439,-1,-1,-1,0.4953968840940881,-1,-1,0.22672797723362864,-1,-1,0.22045757833979132,-1,-1,-1,-1,-1,-1,-1
0,28,0,0.8119604353948439,0.30428859168067873,0.283299231463932,0.2586240471281646,0.2759434502766628,0.3079410442425647,-1,0.29109959775885735,0.26185799362672574,0.7104440100530578,0.7853164158353485,0.7253374785362463,0.6563927822372212,0.5000199783728544,-1,0.7259665373395046,0.6566646069385111,-1,-1,-1
1,28,1,0.3247933036150196,0.3096500658598749,0.2873246144556945,0.29914508843613324,0.8344642101564362,0.8017793790506481,-1,0.73796737096546,0.656286844830415,0.8488510889297621,0.3134015379924794,0.2879282137327305,0.21785978323034216,0.35692066724721666,-1,0.340598179039223,0.34348963678428446,-1,-1,-1
2,28,0,-1,-1,0.13276778704317266,-1,-1,-1,0.5471857183159579,-1,-1,0.9053245767697377,-1,-1,0.8017438770756926,-1,-1,-1,-1,-1,-1,-1
3,28,1,-1,-1,0.5303128552963198,-1,-1,-1,0.9903348593512911,-1,-1,0.22108887649629735,-1,-1,0.2175580686578391,-1,-1,-1,-1,-1,-1,-1
0,29,0,0.8119604353948439,0.30428859168067873,0.283299231463932,0.2586240471281646,0.2759434502766628,0.3079410442425647,-1,0.29109959775885735,0.26185799362672574,0.7104440100530578,0.7853164158353485,0.7253374785362463,0.6563927822372212,0.5000199783728544,-1,0.7259665373395046,0.6566646069385111,-1,-1,-1
1,29,1,0.3247933036150196,0.3096500658598749,0.2873246144556945,0.29914508843613324,0.8344642101564362,0.8017793790506481,-1,0.73796737096546,0.656286844830415,0.8488510889297621,0.3134015379924794,0.2879282137327305,0.21785978323034216,0.35692066724721666,-1,0.340598179039223,0.34348963678428446,-1,-1,-1
